,pot
5797,70
5798,67
5799,72
5800,64
5801,81
5802,71
5803,68
5804,68
5805,72
5806,70
5807,70
5808,79
5809,79
5810,63
5811,69
5812,69
5813,79
5814,70
5815,72
5816,74
5817,60
5818,73
5819,73
5820,70
5821,71
5822,76
5823,66
5824,63
5825,67
5826,72
5827,76
5828,82
5829,71
5830,80
5831,64
5832,71
5833,62
5834,66
5835,81
5836,72
5837,68
5838,77
5839,74
5840,76
5841,69
5842,79
5843,66
5844,66
5845,79
5846,72
5847,72
5848,64
5849,76
5850,71
5851,65
5852,69
5853,67
5854,73
5855,84
5856,71
5857,64
5858,63
5859,64
5860,88
5861,63
5862,78
5863,72
5864,64
5865,76
5866,67
5867,76
5868,77
5869,74
5870,70
5871,65
5872,76
5873,69
5874,78
5875,72
5876,68
5877,75
5878,68
5879,70
5880,68
5881,72
5882,74
5883,73
5884,73
5885,73
5886,70
5887,62
5888,72
5889,78
5890,64
5891,74
5892,72
5893,70
5894,80
5895,67
5896,73
5897,68
5898,75
5899,71
5900,73
5901,65
5902,70
5903,67
5904,85
5905,65
5906,69
5907,73
5908,77
5909,74
5910,75
5911,69
5912,75
5913,71
5914,73
5915,74
5916,72
5917,71
5918,74
5919,78
5920,71
5921,67
5922,69
5923,68
5924,84
5925,67
5926,68
5927,77
5928,81
5929,76
5930,84
5931,69
5932,69
5933,84
5934,69
5935,69
5936,70
5937,70
5938,71
5939,68
5940,79
5941,73
5942,71
5943,69
5944,69
5945,68
5946,77
5947,75
5948,73
5949,72
5950,73
5951,68
5952,69
5953,64
5954,78
5955,76
5956,79
5957,75
5958,65
5959,73
5960,79
5961,71
5962,68
5963,76
5964,71
5965,75
5966,74
5967,76
5968,69
5969,77
5970,68
5971,73
5972,72
5973,73
5974,71
5975,77
5976,67
5977,72
5978,77
5979,79
5980,68
5981,67
5982,68
5983,69
5984,73
5985,77
5986,66
5987,76
5988,73
5989,73
5990,75
5991,74
5992,73
5993,77
5994,74
5995,84
5996,85
5997,71
5998,71
5999,69
6000,65
6001,72
6002,80
6003,68
6004,74
6005,71
6006,79
6007,68
6008,69
6009,74
6010,75
6011,71
6012,79
6013,78
6014,79
6015,66
6016,75
6017,73
6018,67
6019,84
6020,76
6021,80
6022,70
6023,75
6024,70
6025,77
6026,64
6027,75
6028,73
6029,68
6030,67
6031,72
6032,73
6033,70
6034,68
6035,69
6036,68
6037,72
6038,78
6039,75
6040,75
6041,62
6042,67
6043,69
6044,71
6045,72
6046,75
6047,69
6048,71
6049,73
6050,77
6051,65
6052,68
6053,75
6054,64
6055,73
6056,72
6057,70
6058,71
6059,72
6060,72
6061,80
6062,84
6063,72
6064,78
6065,67
6066,69
6067,72
6068,72
6069,73
6070,71
6071,78
6072,70
6073,70
6074,78
6075,68
6076,80
6077,76
6078,75
6079,69
6080,72
6081,71
6082,75
6083,75
6084,80
6085,75
6086,70
6087,70
6088,72
6089,67
6090,76
6091,67
6092,75
6093,60
6094,72
6095,76
6096,71
6097,65
6098,73
6099,74
6100,69
6101,75
6102,67
6103,75
6104,67
6105,74
6106,73
6107,68
6108,63
6109,66
6110,68
6111,66
6112,73
6113,78
6114,73
6115,72
6116,72
6117,77
6118,69
6119,76
6120,70
6121,77
6122,72
6123,73
6124,72
6125,72
6126,59
6127,64
6128,72
6129,74
6130,73
6131,69
6132,72
6133,74
6134,70
6135,71
6136,69
6137,75
6138,75
6139,83
6140,75
6141,69
6142,73
6143,70
6144,76
6145,72
6146,79
6147,83
6148,72
6149,70
6150,78
6151,79
6152,70
6153,70
6154,85
6155,73
6156,72
6157,71
6158,60
6159,61
6160,73
6161,69
6162,72
6163,76
6164,64
6165,72
6166,72
6167,78
6168,79
6169,75
6170,73
6171,79
6172,73
6173,73
6174,71
6175,64
6176,69
6177,77
6178,65
6179,74
6180,75
6181,77
6182,69
6183,79
6184,75
6185,76
6186,72
6187,80
6188,75
6189,75
6190,72
6191,69
6192,76
6193,75
6194,75
6195,69
6196,69
6197,73
6198,73
6199,72
6200,70
6201,78
6202,75
6203,64
6204,75
6205,75
6206,62
6207,67
6208,70
6209,77
6210,84
6211,74
6212,75
6213,63
6214,77
6215,73
6216,77
6217,77
6218,78
6219,67
6220,76
6221,72
6222,68
6223,70
6224,67
6225,85
6226,78
6227,74
6228,70
6229,84
6230,73
6231,73
6232,83
6233,73
6234,69
6235,78
6236,69
6237,79
6238,62
6239,72
6240,70
6241,69
6242,77
6243,70
6244,66
6245,68
6246,72
6247,82
6248,65
6249,71
6250,73
6251,74
6252,73
6253,74
6254,69
6255,60
6256,70
6257,76
6258,75
6259,79
6260,77
6261,81
6262,80
6263,73
6264,78
6265,74
6266,74
6267,65
6268,70
6269,82
6270,79
6271,68
6272,75
6273,65
6274,66
6275,73
6276,75
6277,72
6278,78
6279,65
6280,66
6281,77
6282,66
6283,72
6284,71
6285,70
6286,72
6287,79
6288,65
6289,72
6290,78
6291,65
6292,77
6293,75
6294,79
6295,77
6296,74
6297,70
6298,75
6299,62
6300,72
6301,66
6302,81
6303,67
6304,65
6305,86
6306,75
6307,72
6308,77
6309,61
6310,80
6311,70
6312,81
6313,70
6314,68
6315,70
6316,73
6317,64
6318,79
6319,74
6320,80
6321,72
6322,62
6323,70
6324,74
6325,75
6326,68
6327,69
6328,74
6329,71
6330,74
6331,71
6332,76
6333,88
6334,71
6335,81
6336,75
6337,71
6338,74
6339,64
6340,66
6341,67
6342,71
6343,81
6344,75
6345,65
6346,73
6347,73
6348,74
6349,63
6350,76
6351,76
6352,74
6353,73
6354,66
6355,63
6356,72
6357,67
6358,69
6359,81
6360,78
6361,73
6362,77
6363,77
6364,66
6365,67
6366,81
6367,70
6368,67
6369,79
6370,75
6371,84
6372,63
6373,73
6374,71
6375,63
6376,68
6377,70
6378,74
6379,74
6380,75
6381,72
6382,68
6383,77
6384,70
6385,66
6386,81
6387,89
6388,68
6389,69
6390,70
6391,65
6392,74
6393,76
6394,75
6395,70
6396,71
6397,70
6398,74
6399,72
6400,66
6401,78
6402,73
6403,75
6404,73
6405,70
6406,77
6407,76
6408,71
6409,85
6410,82
6411,64
6412,78
6413,70
6414,66
6415,81
6416,73
6417,74
6418,64
6419,86
6420,71
6421,75
6422,85
6423,66
6424,67
6425,81
6426,76
6427,78
6428,83
6429,78
6430,68
6431,63
6432,72
6433,72
6434,77
6435,79
6436,68
6437,88
6438,75
6439,78
6440,78
6441,68
6442,72
6443,79
6444,68
6445,68
6446,75
6447,72
6448,74
6449,69
6450,68
6451,82
6452,67
6453,56
6454,68
6455,73
6456,72
6457,68
6458,69
6459,80
6460,68
6461,83
6462,81
6463,65
6464,67
6465,84
6466,71
6467,69
6468,82
6469,78
6470,70
6471,68
6472,73
6473,71
6474,75
6475,69
6476,71
6477,63
6478,74
6479,67
6480,63
6481,75
6482,70
6483,73
6484,78
6485,67
6486,72
6487,72
6488,71
6489,78
6490,69
6491,78
6492,66
6493,70
6494,73
6495,72
6496,81
6497,80
6498,68
6499,66
6500,69
6501,67
6502,72
6503,77
6504,68
6505,72
6506,78
6507,71
6508,73
6509,76
6510,64
6511,64
6512,66
6513,74
6514,76
6515,68
6516,64
6517,74
6518,75
6519,63
6520,65
6521,76
6522,70
6523,67
6524,69
6525,63
6526,75
6527,73
6528,76
6529,67
6530,68
6531,71
6532,70
6533,78
6534,73
6535,68
6536,74
6537,67
6538,70
6539,68
6540,67
6541,72
6542,70
6543,74
6544,77
6545,67
6546,76
6547,77
6548,64
6549,67
6550,74
6551,75
6552,68
6553,65
6554,75
6555,71
6556,68
6557,71
6558,71
6559,77
6560,78
6561,68
6562,83
6563,67
6564,68
6565,66
6566,72
6567,69
6568,64
6569,71
6570,77
6571,75
6572,69
6573,66
6574,67
6575,69
6576,77
6577,64
6578,74
6579,73
6580,64
6581,74
6582,81
6583,74
6584,69
6585,69
6586,78
6587,64
6588,66
6589,69
6590,67
6591,69
6592,75
6593,74
6594,64
6595,69
6596,75
6597,72
6598,69
6599,64
6600,67
6601,75
6602,81
6603,78
6604,66
6605,88
6606,70
6607,75
6608,66
6609,65
6610,65
6611,76
6612,80
6613,78
6614,70
6615,63
6616,66
6617,75
6618,74
6619,73
6620,70
6621,78
6622,75
6623,69
6624,65
6625,73
6626,81
6627,73
6628,75
6629,67
6630,75
6631,64
6632,77
6633,80
6634,72
6635,67
6636,75
6637,72
6638,71
6639,81
6640,80
6641,73
6642,69
6643,69
6644,75
6645,80
6646,65
6647,61
6648,77
6649,74
6650,70
6651,67
6652,65
6653,73
6654,70
6655,75
6656,74
6657,77
6658,76
6659,71
6660,65
6661,64
6662,68
6663,69
6664,71
6665,66
6666,76
6667,64
6668,77
6669,68
6670,72
6671,80
6672,72
6673,63
6674,69
6675,70
6676,67
6677,78
6678,75
6679,82
6680,71
6681,73
6682,79
6683,74
6684,74
6685,71
6686,73
6687,74
6688,71
6689,75
6690,69
6691,67
6692,72
6693,70
6694,71
6695,68
6696,71
6697,80
6698,83
6699,70
6700,74
6701,70
6702,85
6703,66
6704,66
6705,68
6706,76
6707,75
6708,70
6709,76
6710,73
6711,67
6712,78
6713,79
6714,75
6715,72
6716,69
6717,75
6718,65
6719,74
6720,66
6721,72
6722,79
6723,82
6724,77
6725,69
6726,69
6727,74
6728,74
6729,65
6730,70
6731,81
6732,72
6733,78
6734,72
6735,74
6736,73
6737,77
6738,76
6739,75
6740,71
6741,77
6742,76
6743,72
6744,75
6745,69
6746,65
6747,73
6748,74
6749,73
6750,66
6751,81
6752,75
6753,70
6754,73
6755,69
6756,69
6757,75
6758,75
6759,70
6760,71
6761,71
6762,70
6763,70
6764,80
6765,72
6766,74
6767,80
6768,72
6769,65
6770,72
6771,73
6772,79
6773,68
6774,69
6775,65
6776,76
6777,79
6778,66
6779,76
6780,72
6781,76
6782,68
6783,64
6784,69
6785,76
6786,83
6787,72
6788,79
6789,68
6790,69
6791,71
6792,71
6793,74
6794,79
6795,72
6796,72
6797,70
6798,74
6799,71
6800,72
6801,72
6802,74
6803,69
6804,77
6805,77
6806,83
6807,75
6808,72
6809,68
6810,66
6811,69
6812,83
6813,73
6814,79
6815,67
6816,74
6817,60
6818,73
6819,73
6820,69
6821,84
6822,64
6823,78
6824,72
6825,74
6826,63
6827,68
6828,71
6829,75
6830,78
6831,72
6832,70
6833,62
6834,73
6835,73
6836,77
6837,69
6838,74
6839,83
6840,78
6841,80
6842,63
6843,69
6844,89
6845,64
6846,73
6847,77
6848,83
6849,70
6850,70
6851,68
6852,76
6853,80
6854,75
6855,72
6856,73
6857,80
6858,78
6859,73
6860,67
6861,72
6862,79
6863,63
6864,66
6865,64
6866,74
6867,83
6868,65
6869,62
6870,62
6871,67
6872,79
6873,71
6874,76
6875,74
6876,80
6877,75
6878,79
6879,66
6880,70
6881,71
6882,73
6883,85
6884,66
6885,65
6886,79
6887,78
6888,72
6889,70
6890,72
6891,69
6892,78
6893,75
6894,74
6895,69
6896,85
6897,65
6898,78
6899,71
6900,83
6901,64
6902,81
6903,80
6904,72
6905,73
6906,77
6907,69
6908,77
6909,65
6910,67
6911,66
6912,79
6913,72
6914,84
6915,68
6916,87
6917,74
6918,63
6919,69
6920,71
6921,76
6922,86
6923,69
6924,78
6925,70
6926,71
6927,75
6928,71
6929,71
6930,83
6931,71
6932,68
6933,72
6934,70
6935,79
6936,78
6937,72
6938,72
6939,75
6940,75
6941,68
6942,74
6943,75
6944,70
6945,73
6946,66
6947,73
6948,75
6949,70
6950,68
6951,74
6952,77
6953,85
6954,65
6955,65
6956,61
6957,72
6958,71
6959,83
6960,75
6961,77
6962,75
6963,67
6964,77
6965,88
6966,71
6967,68
6968,83
6969,70
6970,68
6971,69
6972,67
6973,68
6974,78
6975,76
6976,73
6977,77
6978,67
6979,77
6980,77
6981,67
6982,66
6983,75
6984,65
6985,74
6986,66
6987,69
6988,74
6989,73
6990,78
6991,75
6992,74
6993,75
6994,74
6995,72
6996,75
6997,71
6998,80
6999,65
7000,69
7001,81
7002,70
7003,69
7004,76
7005,77
7006,66
7007,76
7008,66
7009,87
7010,75
7011,73
7012,67
7013,73
7014,70
7015,71
7016,75
7017,72
7018,75
7019,78
7020,74
7021,75
7022,65
7023,65
7024,73
7025,77
7026,84
7027,68
7028,70
7029,75
7030,84
7031,61
7032,65
7033,62
7034,71
7035,67
7036,62
7037,71
7038,68
7039,76
7040,69
7041,76
7042,88
7043,69
7044,71
7045,67
7046,67
7047,75
7048,67
7049,76
7050,75
7051,79
7052,69
7053,73
7054,67
7055,78
7056,70
7057,71
7058,64
7059,71
7060,74
7061,78
7062,73
7063,66
7064,67
7065,65
7066,66
7067,67
7068,84
7069,67
7070,70
7071,65
7072,74
7073,66
7074,67
7075,71
7076,76
7077,64
7078,81
7079,72
7080,79
7081,79
7082,68
7083,70
7084,66
7085,68
7086,82
7087,67
7088,79
7089,74
7090,74
7091,73
7092,70
7093,67
7094,71
7095,66
7096,70
7097,72
7098,68
7099,76
7100,70
7101,67
7102,70
7103,80
7104,70
7105,81
7106,62
7107,65
7108,65
7109,63
7110,79
7111,75
7112,75
7113,75
7114,72
7115,73
7116,71
7117,68
7118,74
7119,74
7120,74
7121,77
7122,77
7123,67
7124,72
7125,66
7126,77
7127,71
7128,81
7129,79
7130,68
7131,68
7132,83
7133,78
7134,75
7135,68
7136,82
7137,67
7138,65
7139,74
7140,78
7141,67
7142,81
7143,76
7144,84
7145,74
7146,76
7147,68
7148,61
7149,65
7150,74
7151,81
7152,74
7153,73
7154,61
7155,78
7156,71
7157,76
7158,79
7159,76
7160,81
7161,77
7162,70
7163,60
7164,61
7165,59
7166,55
7167,72
7168,66
7169,68
7170,70
7171,67
7172,80
7173,64
7174,69
7175,70
7176,75
7177,73
7178,68
7179,69
7180,70
7181,57
7182,70
7183,70
7184,73
7185,72
7186,85
7187,50
7188,70
7189,79
7190,74
7191,84
7192,83
7193,72
7194,72
7195,61
7196,73
7197,72
7198,81
7199,74
7200,73
7201,67
7202,73
7203,84
7204,81
7205,68
7206,72
7207,78
7208,68
7209,69
7210,81
7211,82
7212,71
7213,57
7214,82
7215,80
7216,75
7217,78
7218,73
7219,73
7220,64
7221,69
7222,75
7223,74
7224,71
7225,69
7226,90
7227,79
7228,79
7229,64
7230,82
7231,67
7232,85
7233,74
7234,80
7235,74
7236,82
7237,65
7238,72
7239,72
7240,73
7241,73
7242,73
7243,74
7244,72
7245,75
7246,77
7247,74
7248,75
7249,75
7250,77
7251,73
7252,62
7253,71
7254,74
7255,76
7256,77
7257,66
7258,73
7259,62
7260,63
7261,64
7262,77
7263,70
7264,75
7265,71
7266,73
7267,70
7268,64
7269,89
7270,72
7271,65
7272,74
7273,72
7274,81
7275,79
7276,79
7277,86
7278,77
7279,71
7280,66
7281,89
7282,70
7283,75
7284,73
7285,75
7286,63
7287,69
7288,75
7289,77
7290,64
7291,71
7292,79
7293,70
7294,76
7295,68
7296,72
7297,68
7298,70
7299,72
7300,69
7301,74
7302,73
7303,70
7304,70
7305,73
7306,71
7307,71
7308,66
7309,71
7310,72
7311,67
7312,75
7313,78
7314,67
7315,81
7316,69
7317,68
7318,68
7319,67
7320,77
7321,71
7322,70
7323,67
7324,68
7325,78
7326,66
7327,65
7328,75
7329,74
7330,68
7331,63
7332,71
7333,79
7334,66
7335,69
7336,71
7337,71
7338,77
7339,79
7340,69
7341,72
7342,66
7343,60
7344,75
7345,67
7346,67
7347,64
7348,71
7349,67
7350,72
7351,83
7352,64
7353,68
7354,71
7355,75
7356,77
7357,71
7358,79
7359,66
7360,69
7361,75
7362,77
7363,73
7364,74
7365,68
7366,67
7367,71
7368,67
7369,70
7370,81
7371,76
7372,75
7373,76
7374,68
7375,71
7376,69
7377,64
7378,80
7379,75
7380,72
7381,72
7382,71
7383,72
7384,73
7385,77
7386,64
7387,76
7388,64
7389,66
7390,70
7391,64
7392,68
7393,81
7394,62
7395,72
7396,73
7397,76
7398,73
7399,70
7400,72
7401,70
7402,80
7403,69
7404,81
7405,72
7406,70
7407,69
7408,74
7409,69
7410,63
7411,75
7412,61
7413,68
7414,70
7415,65
7416,67
7417,71
7418,68
7419,71
7420,71
7421,78
7422,66
7423,68
7424,72
7425,71
7426,78
7427,71
7428,68
7429,82
7430,68
7431,72
7432,68
7433,75
7434,72
7435,72
7436,79
7437,70
7438,70
7439,73
7440,75
7441,79
7442,73
7443,67
7444,75
7445,71
7446,72
7447,77
7448,75
7449,68
7450,79
7451,70
7452,79
7453,70
7454,68
7455,68
7456,79
7457,70
7458,69
7459,73
7460,73
7461,71
7462,75
7463,81
7464,73
7465,65
7466,82
7467,67
7468,79
7469,78
7470,80
7471,71
7472,69
7473,73
7474,70
7475,64
7476,68
7477,69
7478,77
7479,64
7480,75
7481,70
7482,74
7483,70
7484,62
7485,73
7486,63
7487,70
7488,75
7489,71
7490,70
7491,67
7492,69
7493,72
7494,79
7495,69
7496,69
7497,71
7498,67
7499,89
7500,71
7501,67
7502,68
7503,74
7504,72
7505,69
7506,67
7507,83
7508,66
7509,76
7510,70
7511,83
7512,84
7513,64
7514,67
7515,74
7516,69
7517,73
7518,72
7519,73
7520,79
7521,76
7522,69
7523,72
7524,61
7525,63
7526,84
7527,69
7528,85
7529,76
7530,71
7531,75
7532,70
7533,66
7534,83
7535,75
7536,74
7537,67
7538,64
7539,58
7540,70
7541,69
7542,65
7543,70
7544,62
7545,78
7546,72
7547,73
7548,76
7549,70
7550,63
7551,76
7552,76
7553,78
7554,77
7555,73
7556,74
7557,77
7558,76
7559,71
7560,66
7561,78
7562,74
7563,82
7564,68
7565,72
7566,69
7567,69
7568,67
7569,73
7570,80
7571,68
7572,76
7573,72
7574,67
7575,69
7576,61
7577,69
7578,66
7579,69
7580,75
7581,74
7582,76
7583,84
7584,80
7585,72
7586,74
7587,69
7588,72
7589,82
7590,73
7591,72
7592,65
7593,72
7594,71
7595,78
7596,82
7597,71
7598,72
7599,67
7600,67
7601,75
7602,70
7603,66
7604,64
7605,79
7606,73
7607,85
7608,72
7609,81
7610,83
7611,78
7612,74
7613,73
7614,78
7615,64
7616,87
7617,80
7618,72
7619,72
7620,76
7621,75
7622,65
7623,72
7624,82
7625,67
7626,71
7627,64
7628,68
7629,65
7630,70
7631,83
7632,69
7633,75
7634,70
7635,72
7636,71
7637,75
7638,63
7639,84
7640,69
7641,72
7642,75
7643,73
7644,75
7645,80
7646,66
7647,77
7648,66
7649,78
7650,69
7651,73
7652,63
7653,87
7654,75
7655,69
7656,68
7657,86
7658,75
7659,70
7660,79
7661,69
7662,75
7663,69
7664,74
7665,75
7666,82
7667,76
7668,69
7669,86
7670,74
7671,73
7672,63
7673,67
7674,65
7675,67
7676,73
7677,68
7678,78
7679,83
7680,80
7681,66
7682,70
7683,77
7684,73
7685,75
7686,67
7687,73
7688,81
7689,72
7690,67
7691,73
7692,78
7693,83
7694,66
7695,58
7696,72
7697,79
7698,64
7699,65
7700,80
7701,61
7702,69
7703,73
7704,75
7705,66
7706,75
7707,70
7708,68
7709,80
7710,74
7711,76
7712,61
7713,68
7714,79
7715,69
7716,73
7717,79
7718,78
7719,70
7720,82
7721,70
7722,70
7723,71
7724,69
7725,73
7726,75
7727,79
7728,67
7729,70
7730,67
7731,70
7732,68
7733,74
7734,75
7735,76
7736,72
7737,68
7738,73
7739,75
7740,55
7741,77
7742,60
7743,70
7744,74
7745,72
7746,73
7747,70
7748,69
7749,70
7750,71
7751,71
7752,62
7753,69
7754,82
7755,77
7756,75
7757,70
7758,86
7759,78
7760,65
7761,67
7762,74
7763,70
7764,72
7765,75
7766,69
7767,68
7768,65
7769,73
7770,65
7771,81
7772,75
7773,72
7774,75
7775,81
7776,76
7777,77
7778,67
7779,76
7780,73
7781,67
7782,72
7783,83
7784,69
7785,88
7786,77
7787,80
7788,74
7789,87
7790,73
7791,67
7792,73
7793,80
7794,67
7795,78
7796,79
7797,71
7798,77
7799,71
7800,77
7801,75
7802,74
7803,82
7804,72
7805,71
7806,70
7807,80
7808,73
7809,70
7810,65
7811,86
7812,76
7813,75
7814,81
7815,75
7816,75
7817,78
7818,71
7819,67
7820,80
7821,64
7822,63
7823,74
7824,76
7825,73
7826,82
7827,75
7828,75
7829,74
7830,67
7831,66
7832,74
7833,78
7834,80
7835,76
7836,74
7837,82
7838,73
7839,70
7840,71
7841,66
7842,80
7843,72
7844,73
7845,75
7846,66
7847,70
7848,78
7849,69
7850,66
7851,69
7852,86
7853,66
7854,73
7855,70
7856,72
7857,69
7858,75
7859,74
7860,81
7861,75
7862,76
7863,73
7864,79
7865,72
7866,69
7867,72
7868,80
7869,71
7870,76
7871,70
7872,72
7873,74
7874,70
7875,70
7876,65
7877,64
7878,74
7879,79
7880,72
7881,77
7882,74
7883,64
7884,63
7885,77
7886,75
7887,82
7888,67
7889,75
7890,73
7891,75
7892,67
7893,71
7894,75
7895,77
7896,74
7897,69
7898,73
7899,66
7900,74
7901,76
7902,73
7903,75
7904,70
7905,78
7906,79
7907,70
7908,74
7909,73
7910,69
7911,70
7912,78
7913,79
7914,76
7915,80
7916,64
7917,72
7918,74
7919,72
7920,69
7921,82
7922,74
7923,76
7924,66
7925,75
7926,80
7927,65
7928,78
7929,83
7930,67
7931,76
7932,81
7933,78
7934,70
7935,74
7936,68
7937,68
7938,71
7939,70
7940,70
7941,71
7942,78
7943,77
7944,80
7945,73
7946,63
7947,74
7948,65
7949,74
7950,82
7951,73
7952,79
7953,69
7954,80
7955,75
7956,72
7957,65
7958,65
7959,75
7960,66
7961,69
7962,74
7963,82
7964,71
7965,65
7966,66
7967,62
7968,74
7969,72
7970,73
7971,74
7972,76
7973,84
7974,80
7975,80
7976,83
7977,71
7978,71
7979,74
7980,79
7981,60
7982,76
7983,71
7984,70
7985,85
7986,75
7987,76
7988,79
7989,75
7990,71
7991,66
7992,70
7993,67
7994,71
7995,75
7996,75
7997,67
7998,66
7999,65
8000,70
8001,76
8002,69
8003,75
8004,72
8005,70
8006,78
8007,71
8008,67
8009,80
8010,76
8011,77
8012,72
8013,80
8014,88
8015,69
8016,74
8017,84
8018,76
8019,79
8020,64
8021,76
8022,69
8023,79
8024,69
8025,68
8026,75
8027,65
8028,77
8029,78
8030,77
8031,77
8032,71
8033,68
8034,77
8035,69
8036,72
8037,68
8038,76
8039,72
8040,78
8041,67
8042,79
8043,71
8044,70
8045,76
8046,80
8047,85
8048,70
8049,69
8050,70
8051,74
8052,77
8053,69
8054,66
8055,73
8056,85
8057,83
8058,87
8059,75
8060,83
8061,77
8062,69
8063,69
8064,59
8065,72
8066,74
8067,72
8068,79
8069,70
8070,67
8071,80
8072,87
8073,73
8074,72
8075,74
8076,68
8077,81
8078,70
8079,75
8080,75
8081,75
8082,88
8083,70
8084,72
8085,69
8086,79
8087,72
8088,74
8089,81
8090,77
8091,82
8092,77
8093,77
8094,75
8095,76
8096,82
8097,76
8098,69
8099,66
8100,77
8101,66
8102,80
8103,69
8104,69
8105,72
8106,65
8107,69
8108,81
8109,78
8110,77
8111,73
8112,62
8113,83
8114,72
8115,62
8116,75
8117,67
8118,86
8119,71
8120,68
8121,69
8122,69
8123,80
8124,71
8125,69
8126,76
8127,72
8128,72
8129,73
8130,71
8131,69
8132,77
8133,77
8134,68
8135,73
8136,71
8137,82
8138,65
8139,68
8140,65
8141,71
8142,75
8143,71
8144,81
8145,74
8146,80
8147,78
8148,74
8149,80
8150,82
8151,58
8152,67
8153,62
8154,76
8155,79
8156,68
8157,74
8158,75
8159,81
8160,72
8161,72
8162,78
8163,66
8164,65
8165,74
8166,72
8167,72
8168,88
8169,82
8170,68
8171,73
8172,82
8173,80
8174,65
8175,77
8176,65
8177,66
8178,69
8179,70
8180,81
8181,88
8182,74
8183,68
8184,70
8185,75
8186,75
8187,66
8188,73
8189,67
8190,80
8191,75
8192,66
8193,74
8194,74
8195,85
8196,79
8197,64
8198,77
8199,69
8200,74
8201,67
8202,65
8203,64
8204,75
8205,83
8206,63
8207,75
8208,84
8209,67
8210,75
8211,75
8212,82
8213,64
8214,78
8215,72
8216,81
8217,74
8218,72
8219,81
8220,70
8221,83
8222,76
8223,82
8224,73
8225,71
8226,69
8227,82
8228,76
8229,73
8230,74
8231,74
8232,64
8233,63
8234,77
8235,74
8236,73
8237,66
8238,83
8239,78
8240,70
8241,77
8242,76
8243,74
8244,73
8245,67
8246,85
8247,79
8248,72
8249,69
8250,70
8251,71
8252,73
8253,74
8254,69
8255,76
8256,65
8257,67
8258,71
8259,78
8260,73
8261,70
8262,75
8263,74
8264,72
8265,68
8266,75
8267,76
8268,76
8269,78
8270,82
8271,64
8272,71
8273,67
8274,75
8275,65
8276,63
8277,69
8278,83
8279,68
8280,65
8281,70
8282,69
8283,70
8284,68
8285,79
8286,69
8287,73
8288,70
8289,73
8290,73
8291,75
8292,67
8293,75
8294,87
8295,65
8296,69
8297,74
8298,72
8299,65
8300,85
8301,67
8302,72
8303,72
8304,64
8305,70
8306,70
8307,71
8308,72
8309,79
8310,66
8311,68
8312,61
8313,69
8314,80
8315,79
8316,71
8317,74
8318,82
8319,66
8320,69
8321,77
8322,67
8323,75
8324,80
8325,86
8326,74
8327,73
8328,69
8329,73
8330,72
8331,67
8332,73
8333,68
8334,72
8335,71
8336,69
8337,79
8338,73
8339,67
8340,78
8341,68
8342,67
8343,69
8344,79
8345,64
8346,68
8347,68
8348,72
8349,67
8350,78
8351,76
8352,86
8353,86
8354,71
8355,75
8356,64
8357,69
8358,76
8359,72
8360,72
8361,77
8362,77
8363,71
8364,65
8365,74
8366,71
8367,80
8368,74
8369,73
8370,66
8371,56
8372,67
8373,69
8374,73
8375,70
8376,71
8377,65
8378,73
8379,75
8380,69
8381,76
8382,77
8383,72
8384,73
8385,70
8386,70
8387,84
8388,65
8389,63
8390,59
8391,69
8392,68
8393,79
8394,67
8395,73
8396,66
8397,82
8398,68
8399,80
8400,72
8401,70
8402,72
8403,70
8404,75
8405,79
8406,73
8407,65
8408,79
8409,83
8410,77
8411,80
8412,69
8413,77
8414,69
8415,68
8416,66
8417,74
8418,70
8419,74
8420,68
8421,81
8422,80
8423,70
8424,65
8425,64
8426,75
8427,73
8428,87
8429,81
8430,78
8431,76
8432,74
8433,52
8434,70
8435,72
8436,76
8437,68
8438,85
8439,69
8440,71
8441,77
8442,77
8443,73
8444,82
8445,71
8446,71
8447,74
8448,70
8449,80
8450,66
8451,67
8452,75
8453,74
8454,75
8455,67
8456,74
8457,70
8458,69
8459,72
8460,62
8461,58
8462,72
8463,77
8464,88
8465,68
8466,68
8467,67
8468,82
8469,72
8470,72
8471,71
8472,73
8473,77
8474,74
8475,63
8476,67
8477,74
8478,82
8479,76
8480,71
8481,71
8482,81
8483,65
8484,83
8485,80
8486,76
8487,68
8488,61
8489,90
8490,69
8491,77
8492,85
8493,78
8494,74
8495,73
8496,72
8497,75
8498,83
8499,78
8500,72
8501,85
8502,69
8503,79
8504,71
8505,81
8506,67
8507,74
8508,75
8509,64
8510,76
8511,75
8512,73
8513,72
8514,78
8515,68
8516,73
8517,71
8518,71
8519,75
8520,80
8521,79
8522,74
8523,78
8524,73
8525,71
8526,80
8527,80
8528,81
8529,84
8530,74
8531,72
8532,77
8533,78
8534,73
8535,75
8536,65
8537,71
8538,70
8539,71
8540,66
8541,81
8542,76
8543,76
8544,66
8545,77
8546,72
8547,74
8548,69
8549,68
8550,69
8551,70
8552,64
8553,72
8554,73
8555,65
8556,69
8557,64
8558,84
8559,76
8560,82
8561,65
8562,73
8563,75
8564,70
8565,73
8566,65
8567,79
8568,78
8569,70
8570,69
8571,78
8572,70
8573,75
8574,72
8575,74
8576,69
8577,69
8578,70
8579,66
8580,67
8581,74
8582,73
8583,74
8584,71
8585,65
8586,66
8587,77
8588,75
8589,73
8590,67
8591,70
8592,72
8593,67
8594,69
8595,72
